NIPP PEKERJA,POSISI PEKERJA,PERUSAHAAN,NAMA KPI,FORMULA KPI,SATUAN,POLARITAS,BOBOT,TARGET TW TERKAIT,REALISASI TW TERKAIT
111477.0,Department Head Pelayanan Kapal Penumpang dan Ro-Ro,PT Pelabuhan Indonesia (Persero),Peningkatan Pelayanan Terminal penumpang,"(Realisasi Program/Rencana Program) X 100%_x000D_
_x000D_
Target 8 cabang Terminal Penumpang",%,Positif,30,60,78.0
111477.0,Department Head Pelayanan Kapal Penumpang dan Ro-Ro,PT Pelabuhan Indonesia (Persero),Peningkatan Pelayanan Terminal penumpang,"(Realisasi Program/Rencana Program) X 100%_x000D_
_x000D_
Target 8 cabang Terminal Penumpang",%,Positif,30,60,78.0
111477.0,Department Head Pelayanan Kapal Penumpang dan Ro-Ro,PT Pelabuhan Indonesia (Persero),Peningkatan Pelayanan Terminal penumpang,"(Realisasi Program/Rencana Program) X 100%_x000D_
_x000D_
Target 8 cabang Terminal Penumpang",%,Positif,30,60,78.0
111477.0,Department Head Pelayanan Kapal Penumpang dan Ro-Ro,PT Pelabuhan Indonesia (Persero),Peningkatan Pelayanan Terminal penumpang,"(Realisasi Program/Rencana Program) X 100%_x000D_
_x000D_
Target 8 cabang Terminal Penumpang",%,Positif,30,60,78.0
111477.0,Department Head Pelayanan Kapal Penumpang dan Ro-Ro,PT Pelabuhan Indonesia (Persero),Digitalisasi Pelayanan Terminal Penumpang,(Realisasi Program/Rencana Program) X 100% Target 8 cabang Terminal Penumpang,%,Positif,25,100,110.0
111477.0,Department Head Pelayanan Kapal Penumpang dan Ro-Ro,PT Pelabuhan Indonesia (Persero),Digitalisasi Pelayanan Terminal Penumpang,(Realisasi Program/Rencana Program) X 100% Target 8 cabang Terminal Penumpang,%,Positif,25,100,110.0
111477.0,Department Head Pelayanan Kapal Penumpang dan Ro-Ro,PT Pelabuhan Indonesia (Persero),Digitalisasi Pelayanan Terminal Penumpang,(Realisasi Program/Rencana Program) X 100% Target 8 cabang Terminal Penumpang,%,Positif,25,100,110.0
111477.0,Department Head Pelayanan Kapal Penumpang dan Ro-Ro,PT Pelabuhan Indonesia (Persero),Digitalisasi Pelayanan Terminal Penumpang,(Realisasi Program/Rencana Program) X 100% Target 8 cabang Terminal Penumpang,%,Positif,25,100,110.0
111477.0,Department Head Pelayanan Kapal Penumpang dan Ro-Ro,PT Pelabuhan Indonesia (Persero),"Tingkat pemenuhan tata kelola, manajemen risiko, dan kepatuhan internal_x000D_
(Mitigasi Penyuapan)",Pemenuhan Monitoring Mitigasi Penyuapan,%,Positif,5,70,70.0
111477.0,Department Head Pelayanan Kapal Penumpang dan Ro-Ro,PT Pelabuhan Indonesia (Persero),"Tingkat pemenuhan tata kelola, manajemen risiko, dan kepatuhan internal_x000D_
(Mitigasi Penyuapan)",Pemenuhan Monitoring Mitigasi Penyuapan,%,Positif,5,70,70.0
111477.0,Department Head Pelayanan Kapal Penumpang dan Ro-Ro,PT Pelabuhan Indonesia (Persero),"Tingkat pemenuhan tata kelola, manajemen risiko, dan kepatuhan internal_x000D_
(Mitigasi Penyuapan)",Pemenuhan Monitoring Mitigasi Penyuapan,%,Positif,5,70,70.0
111477.0,Department Head Pelayanan Kapal Penumpang dan Ro-Ro,PT Pelabuhan Indonesia (Persero),"Tingkat pemenuhan tata kelola, manajemen risiko, dan kepatuhan internal_x000D_
(Mitigasi Penyuapan)",Pemenuhan Monitoring Mitigasi Penyuapan,%,Positif,5,70,70.0
111477.0,Department Head Pelayanan Kapal Penumpang dan Ro-Ro,PT Pelabuhan Indonesia (Persero),Arus Penumpang,Realisasi Arus Penumpang (orang),Number (#),Positif,7,10800000,13699915.0
111477.0,Department Head Pelayanan Kapal Penumpang dan Ro-Ro,PT Pelabuhan Indonesia (Persero),Arus Penumpang,Realisasi Arus Penumpang (orang),Number (#),Positif,7,10800000,13699915.0
111477.0,Department Head Pelayanan Kapal Penumpang dan Ro-Ro,PT Pelabuhan Indonesia (Persero),Arus Penumpang,Realisasi Arus Penumpang (orang),Number (#),Positif,7,10800000,13699915.0
111477.0,Department Head Pelayanan Kapal Penumpang dan Ro-Ro,PT Pelabuhan Indonesia (Persero),Arus Penumpang,Realisasi Arus Penumpang (orang),Number (#),Positif,7,10800000,13699915.0
111477.0,Department Head Pelayanan Kapal Penumpang dan Ro-Ro,PT Pelabuhan Indonesia (Persero),Arus Penumpang di BMTH,Realisasi arus penumpang,Number (#),Positif,8,40500,72329.0
111477.0,Department Head Pelayanan Kapal Penumpang dan Ro-Ro,PT Pelabuhan Indonesia (Persero),Arus Penumpang di BMTH,Realisasi arus penumpang,Number (#),Positif,8,40500,72329.0
111477.0,Department Head Pelayanan Kapal Penumpang dan Ro-Ro,PT Pelabuhan Indonesia (Persero),Arus Penumpang di BMTH,Realisasi arus penumpang,Number (#),Positif,8,40500,72329.0
111477.0,Department Head Pelayanan Kapal Penumpang dan Ro-Ro,PT Pelabuhan Indonesia (Persero),Arus Penumpang di BMTH,Realisasi arus penumpang,Number (#),Positif,8,40500,72329.0
109386.0,Senior Officer III Pelayanan Kapal Penumpang dan Ro-ro,PT Pelabuhan Indonesia (Persero),Peningkatan Pelayanan Terminal Penumpang,(Realisasi Program/Rencana Program) X 100% Target 8 cabang Terminal Penumpang,%,Positif,30,60,82.0
109386.0,Senior Officer III Pelayanan Kapal Penumpang dan Ro-ro,PT Pelabuhan Indonesia (Persero),Peningkatan Pelayanan Terminal Penumpang,(Realisasi Program/Rencana Program) X 100% Target 8 cabang Terminal Penumpang,%,Positif,30,60,82.0
109386.0,Senior Officer III Pelayanan Kapal Penumpang dan Ro-ro,PT Pelabuhan Indonesia (Persero),Digitalisasi Pelayanan Terminal Penumpang,(Realisasi Program/Rencana Program) X 100% Target 8 cabang Terminal Penumpang,%,Positif,25,60,84.0
109386.0,Senior Officer III Pelayanan Kapal Penumpang dan Ro-ro,PT Pelabuhan Indonesia (Persero),Digitalisasi Pelayanan Terminal Penumpang,(Realisasi Program/Rencana Program) X 100% Target 8 cabang Terminal Penumpang,%,Positif,25,60,84.0
109386.0,Senior Officer III Pelayanan Kapal Penumpang dan Ro-ro,PT Pelabuhan Indonesia (Persero),Arus Penumpang,Realisasi Arus Penumpang (orang),Number (#),Positif,7,10800000,13699915.0
109386.0,Senior Officer III Pelayanan Kapal Penumpang dan Ro-ro,PT Pelabuhan Indonesia (Persero),Arus Penumpang,Realisasi Arus Penumpang (orang),Number (#),Positif,7,10800000,13699915.0
109386.0,Senior Officer III Pelayanan Kapal Penumpang dan Ro-ro,PT Pelabuhan Indonesia (Persero),Arus Penumpang di BMTH,Realisasi arus penumpang,Number (#),Positif,8,40500,72329.0
109386.0,Senior Officer III Pelayanan Kapal Penumpang dan Ro-ro,PT Pelabuhan Indonesia (Persero),Arus Penumpang di BMTH,Realisasi arus penumpang,Number (#),Positif,8,40500,72329.0
110812.0,Officer II Pelayanan Kapal Penumpang dan Ro-ro,PT Pelabuhan Indonesia (Persero),Peningkatan Pelayanan Terminal Penumpang,(Realisasi Program/Rencana Program) X 100% Target 8 cabang Terminal Penumpang,%,Positif,30,60,82.0
110812.0,Officer II Pelayanan Kapal Penumpang dan Ro-ro,PT Pelabuhan Indonesia (Persero),Peningkatan Pelayanan Terminal Penumpang,(Realisasi Program/Rencana Program) X 100% Target 8 cabang Terminal Penumpang,%,Positif,30,60,82.0
110812.0,Officer II Pelayanan Kapal Penumpang dan Ro-ro,PT Pelabuhan Indonesia (Persero),Digitalisasi Pelayanan Terminal Penumpang,(Realisasi Program/Rencana Program) X 100% Target 8 cabang Terminal Penumpang,%,Positif,25,60,84.0
110812.0,Officer II Pelayanan Kapal Penumpang dan Ro-ro,PT Pelabuhan Indonesia (Persero),Digitalisasi Pelayanan Terminal Penumpang,(Realisasi Program/Rencana Program) X 100% Target 8 cabang Terminal Penumpang,%,Positif,25,60,84.0
110812.0,Officer II Pelayanan Kapal Penumpang dan Ro-ro,PT Pelabuhan Indonesia (Persero),Arus Penumpang,Realisasi Arus Penumpang (orang),Number (#),Positif,7,10800000,13699915.0
110812.0,Officer II Pelayanan Kapal Penumpang dan Ro-ro,PT Pelabuhan Indonesia (Persero),Arus Penumpang,Realisasi Arus Penumpang (orang),Number (#),Positif,7,10800000,13699915.0
110812.0,Officer II Pelayanan Kapal Penumpang dan Ro-ro,PT Pelabuhan Indonesia (Persero),Arus Penumpang di BMTH,Realisasi arus penumpang,Number (#),Positif,8,40500,72329.0
110812.0,Officer II Pelayanan Kapal Penumpang dan Ro-ro,PT Pelabuhan Indonesia (Persero),Arus Penumpang di BMTH,Realisasi arus penumpang,Number (#),Positif,8,40500,72329.0
109530.0,Department Head Kepemimpinan dan Budaya Korporat,PT Pelabuhan Indonesia (Persero),% Progres Implementasi Leadership Program,Realisasi % Progres Implementasi Leadership Program,%,Positif,25,80,77.0
109530.0,Department Head Kepemimpinan dan Budaya Korporat,PT Pelabuhan Indonesia (Persero),% Progres Implementasi Leadership Program,Realisasi % Progres Implementasi Leadership Program,%,Positif,25,80,77.0
109530.0,Department Head Kepemimpinan dan Budaya Korporat,PT Pelabuhan Indonesia (Persero),% Progres Implementasi Leadership Program,Realisasi % Progres Implementasi Leadership Program,%,Positif,25,80,77.0
109530.0,Department Head Kepemimpinan dan Budaya Korporat,PT Pelabuhan Indonesia (Persero),% Progres Implementasi Leadership Program,Realisasi % Progres Implementasi Leadership Program,%,Positif,25,80,77.0
109530.0,Department Head Kepemimpinan dan Budaya Korporat,PT Pelabuhan Indonesia (Persero),"% Progres implementasi program budaya perusahaan (Pengelolaan CCT, Implementasi CMS, Implementasi AKHLAK)",(realisasi progres implementasi program / Rencana progres implementasi Program) X 100%,%,Positif,20,70,68.0
109530.0,Department Head Kepemimpinan dan Budaya Korporat,PT Pelabuhan Indonesia (Persero),"% Progres implementasi program budaya perusahaan (Pengelolaan CCT, Implementasi CMS, Implementasi AKHLAK)",(realisasi progres implementasi program / Rencana progres implementasi Program) X 100%,%,Positif,20,70,68.0
109530.0,Department Head Kepemimpinan dan Budaya Korporat,PT Pelabuhan Indonesia (Persero),"% Progres implementasi program budaya perusahaan (Pengelolaan CCT, Implementasi CMS, Implementasi AKHLAK)",(realisasi progres implementasi program / Rencana progres implementasi Program) X 100%,%,Positif,20,70,68.0
109530.0,Department Head Kepemimpinan dan Budaya Korporat,PT Pelabuhan Indonesia (Persero),"% Progres implementasi program budaya perusahaan (Pengelolaan CCT, Implementasi CMS, Implementasi AKHLAK)",(realisasi progres implementasi program / Rencana progres implementasi Program) X 100%,%,Positif,20,70,68.0
112252.0,Junior Officer I Kepemimpinan dan Budaya Korporat,PT Pelabuhan Indonesia (Persero),% Progres Implementasi Leadership Program,Realisasi % Progres Implementasi Leadership Program,%,Positif,30,80,75.0
112252.0,Junior Officer I Kepemimpinan dan Budaya Korporat,PT Pelabuhan Indonesia (Persero),% Progres Implementasi Leadership Program,Realisasi % Progres Implementasi Leadership Program,%,Positif,30,80,75.0
112252.0,Junior Officer I Kepemimpinan dan Budaya Korporat,PT Pelabuhan Indonesia (Persero),% Progress Pelaksanaan Change Agent on Boarding,Realisasi % Progress Implementasi,%,Positif,15,100,100.0
112252.0,Junior Officer I Kepemimpinan dan Budaya Korporat,PT Pelabuhan Indonesia (Persero),% Progress Pelaksanaan Change Agent on Boarding,Realisasi % Progress Implementasi,%,Positif,15,100,100.0
112252.0,Junior Officer I Kepemimpinan dan Budaya Korporat,PT Pelabuhan Indonesia (Persero),Pelaksanaan BERLABUH,Jumlah Realisasi Pelaksanaan BERLABUH,Number (#),Positif,10,12,14.0
112252.0,Junior Officer I Kepemimpinan dan Budaya Korporat,PT Pelabuhan Indonesia (Persero),Pelaksanaan BERLABUH,Jumlah Realisasi Pelaksanaan BERLABUH,Number (#),Positif,10,12,14.0
111762.0,Officer I Kepemimpinan dan Budaya Korporat,PT Pelabuhan Indonesia (Persero),Pelaksanaan Change Agent on Boarding dan Penetapan CA,Realisasi % Progress Pelaksanaan CAOB dan Penetapan CA,%,Positif,15,100,100.0
111762.0,Officer I Kepemimpinan dan Budaya Korporat,PT Pelabuhan Indonesia (Persero),Pelaksanaan Change Agent on Boarding dan Penetapan CA,Realisasi % Progress Pelaksanaan CAOB dan Penetapan CA,%,Positif,15,100,100.0
111762.0,Officer I Kepemimpinan dan Budaya Korporat,PT Pelabuhan Indonesia (Persero),Implementasi Culture Management System,Realisasi % Progress Implementasi CMS,%,Positif,20,80,80.0
111762.0,Officer I Kepemimpinan dan Budaya Korporat,PT Pelabuhan Indonesia (Persero),Implementasi Culture Management System,Realisasi % Progress Implementasi CMS,%,Positif,20,80,80.0
111762.0,Officer I Kepemimpinan dan Budaya Korporat,PT Pelabuhan Indonesia (Persero),Pelaksanaan BERLABUH,Jumlah Pelaksanaan BERLABUH,Number (#),Positif,15,12,14.0
111762.0,Officer I Kepemimpinan dan Budaya Korporat,PT Pelabuhan Indonesia (Persero),Pelaksanaan BERLABUH,Jumlah Pelaksanaan BERLABUH,Number (#),Positif,15,12,14.0
110020.0,Senior Officer I Kepemimpinan dan Budaya Korporat,PT Pelabuhan Indonesia (Persero),% Progres Implementasi Leadership Program,Realisasi % Progres Implementasi Leadership Program,%,Positif,35,80,75.0
110020.0,Senior Officer I Kepemimpinan dan Budaya Korporat,PT Pelabuhan Indonesia (Persero),% Progres Implementasi Leadership Program,Realisasi % Progres Implementasi Leadership Program,%,Positif,35,80,75.0
110020.0,Senior Officer I Kepemimpinan dan Budaya Korporat,PT Pelabuhan Indonesia (Persero),% Progress Pelaksanaan Change Agent On Boarding,Realisasi % Progress Implementasi,%,Positif,10,100,100.0
110020.0,Senior Officer I Kepemimpinan dan Budaya Korporat,PT Pelabuhan Indonesia (Persero),% Progress Pelaksanaan Change Agent On Boarding,Realisasi % Progress Implementasi,%,Positif,10,100,100.0
109788.0,Manager Layanan Eksternal 2,PT Pelabuhan Indonesia (Persero),Implementasi Pengembangan Sistem FSS,% Progres Program Implementasi Pengembangan Finance Shared Service Realisasi atas : 1. Pengembangan dan Peningkatan Sistem Pendukung Layanan Keuangan (50%) 2. Pengembangan Datamart dan Dashboard Finance Shared Services (50%),%,Positif,15,73.72,74.0
109788.0,Manager Layanan Eksternal 2,PT Pelabuhan Indonesia (Persero),Implementasi Pengembangan Sistem FSS,% Progres Program Implementasi Pengembangan Finance Shared Service Realisasi atas : 1. Pengembangan dan Peningkatan Sistem Pendukung Layanan Keuangan (50%) 2. Pengembangan Datamart dan Dashboard Finance Shared Services (50%),%,Positif,15,73.72,74.0
109788.0,Manager Layanan Eksternal 2,PT Pelabuhan Indonesia (Persero),Realisasi Layanan Verifikasi dokumen di FSS LKE,(Realisasi waktu penyelesaian / target waktu penyelesaian) x 100% Ketepatan dan kecepatan waktu dalam verifikasi dokumen,Day,Negatif,35,3,1.42
109788.0,Manager Layanan Eksternal 2,PT Pelabuhan Indonesia (Persero),Realisasi Layanan Verifikasi dokumen di FSS LKE,(Realisasi waktu penyelesaian / target waktu penyelesaian) x 100% Ketepatan dan kecepatan waktu dalam verifikasi dokumen,Day,Negatif,35,3,1.42
109506.0,Senior Officer I Layanan Eksternal 2,PT Pelabuhan Indonesia (Persero),Implementasi Pengembangan Sistem FSS,% Progres Program Implementasi Pengembangan Finance Shared Service Realisasi atas : 1. Pengembangan dan Peningkatan Sistem Pendukung Layanan Keuangan (50%) 2. Pengembangan Datamart dan Dashboard Finance Shared Services (50%),%,Positif,10,73.72,74.0
109506.0,Senior Officer I Layanan Eksternal 2,PT Pelabuhan Indonesia (Persero),Implementasi Pengembangan Sistem FSS,% Progres Program Implementasi Pengembangan Finance Shared Service Realisasi atas : 1. Pengembangan dan Peningkatan Sistem Pendukung Layanan Keuangan (50%) 2. Pengembangan Datamart dan Dashboard Finance Shared Services (50%),%,Positif,10,73.72,74.0
109506.0,Senior Officer I Layanan Eksternal 2,PT Pelabuhan Indonesia (Persero),Realisasi Layanan Verifikasi dokumen di FSS LKE,(Realisasi waktu penyelesaian / target waktu penyelesaian) x 100% Ketepatan dan kecepatan waktu dalam verifikasi dokumen,Day,Negatif,30,3,1.29
109506.0,Senior Officer I Layanan Eksternal 2,PT Pelabuhan Indonesia (Persero),Realisasi Layanan Verifikasi dokumen di FSS LKE,(Realisasi waktu penyelesaian / target waktu penyelesaian) x 100% Ketepatan dan kecepatan waktu dalam verifikasi dokumen,Day,Negatif,30,3,1.29
109506.0,Senior Officer I Layanan Eksternal 2,PT Pelabuhan Indonesia (Persero),Performansi Individu,Jumlah hari kerja × 8 (jam) × 60 (menit) / Total Aksi (Jumlah Submit / Reject),Number (#),Negatif,20,28,13.0
109506.0,Senior Officer I Layanan Eksternal 2,PT Pelabuhan Indonesia (Persero),Performansi Individu,Jumlah hari kerja × 8 (jam) × 60 (menit) / Total Aksi (Jumlah Submit / Reject),Number (#),Negatif,20,28,13.0
109506.0,Senior Officer I Layanan Eksternal 2,PT Pelabuhan Indonesia (Persero),Supporting Project Layanan Eksternal 2,Realisasi jumlah implementasi project,Number (#),Positif,10,1,2.0
109506.0,Senior Officer I Layanan Eksternal 2,PT Pelabuhan Indonesia (Persero),Supporting Project Layanan Eksternal 2,Realisasi jumlah implementasi project,Number (#),Positif,10,1,2.0
105607.0,Senior Officer I Layanan Eksternal 2,PT Pelabuhan Indonesia (Persero),Implementasi Pengembangan Sistem FSS,% Progres Program Implementasi Pengembangan Finance Shared Service Realisasi atas : 1. Pengembangan dan Peningkatan Sistem Pendukung Layanan Keuangan (50%) 2. Pengembangan Datamart dan Dashboard Finance Shared Services (50%),%,Positif,10,73.72,74.0
105607.0,Senior Officer I Layanan Eksternal 2,PT Pelabuhan Indonesia (Persero),Implementasi Pengembangan Sistem FSS,% Progres Program Implementasi Pengembangan Finance Shared Service Realisasi atas : 1. Pengembangan dan Peningkatan Sistem Pendukung Layanan Keuangan (50%) 2. Pengembangan Datamart dan Dashboard Finance Shared Services (50%),%,Positif,10,73.72,74.0
105607.0,Senior Officer I Layanan Eksternal 2,PT Pelabuhan Indonesia (Persero),Realisasi Layanan Verifikasi dokumen di FSS LKE,(Realisasi waktu penyelesaian / target waktu penyelesaian) x 100% Ketepatan dan kecepatan waktu dalam verifikasi dokumen,Day,Negatif,30,3,1.29
105607.0,Senior Officer I Layanan Eksternal 2,PT Pelabuhan Indonesia (Persero),Realisasi Layanan Verifikasi dokumen di FSS LKE,(Realisasi waktu penyelesaian / target waktu penyelesaian) x 100% Ketepatan dan kecepatan waktu dalam verifikasi dokumen,Day,Negatif,30,3,1.29
105607.0,Senior Officer I Layanan Eksternal 2,PT Pelabuhan Indonesia (Persero),Performansi Individu,Jumlah hari kerja × 8 (jam) × 60 (menit) / Total Aksi (Jumlah Submit / Reject),Number (#),Negatif,30,30,16.0
105607.0,Senior Officer I Layanan Eksternal 2,PT Pelabuhan Indonesia (Persero),Performansi Individu,Jumlah hari kerja × 8 (jam) × 60 (menit) / Total Aksi (Jumlah Submit / Reject),Number (#),Negatif,30,30,16.0
106083.0,Officer II Layanan Eksternal 2,PT Pelabuhan Indonesia (Persero),Implementasi Pengembangan Sistem FSS,% Progres Program Implementasi Pengembangan Finance Shared Service Realisasi atas : 1. Pengembangan dan Peningkatan Sistem Pendukung Layanan Keuangan (50%) 2. Pengembangan Datamart dan Dashboard Finance Shared Services (50%),%,Positif,10,73.72,74.0
106083.0,Officer II Layanan Eksternal 2,PT Pelabuhan Indonesia (Persero),Implementasi Pengembangan Sistem FSS,% Progres Program Implementasi Pengembangan Finance Shared Service Realisasi atas : 1. Pengembangan dan Peningkatan Sistem Pendukung Layanan Keuangan (50%) 2. Pengembangan Datamart dan Dashboard Finance Shared Services (50%),%,Positif,10,73.72,74.0
106083.0,Officer II Layanan Eksternal 2,PT Pelabuhan Indonesia (Persero),Realisasi Layanan Verifikasi dokumen di FSS LKE,(Realisasi waktu penyelesaian / target waktu penyelesaian) x 100% Ketepatan dan kecepatan waktu dalam verifikasi dokumen,Day,Negatif,30,3,1.29
106083.0,Officer II Layanan Eksternal 2,PT Pelabuhan Indonesia (Persero),Realisasi Layanan Verifikasi dokumen di FSS LKE,(Realisasi waktu penyelesaian / target waktu penyelesaian) x 100% Ketepatan dan kecepatan waktu dalam verifikasi dokumen,Day,Negatif,30,3,1.29
106083.0,Officer II Layanan Eksternal 2,PT Pelabuhan Indonesia (Persero),Performansi Individu,Jumlah hari kerja × 8 (jam) × 60 (menit) / Total Aksi (Jumlah Submit / Reject),Number (#),Negatif,30,30,28.0
106083.0,Officer II Layanan Eksternal 2,PT Pelabuhan Indonesia (Persero),Performansi Individu,Jumlah hari kerja × 8 (jam) × 60 (menit) / Total Aksi (Jumlah Submit / Reject),Number (#),Negatif,30,30,28.0
105902.0,Officer II Layanan Eksternal 2,PT Pelabuhan Indonesia (Persero),Realisasi Layanan Verifikasi dokumen di FSS LKE,(Realisasi waktu penyelesaian / target waktu penyelesaian) x 100% Ketepatan dan kecepatan waktu dalam verifikasi dokumen,Day,Negatif,30,3,1.29
105902.0,Officer II Layanan Eksternal 2,PT Pelabuhan Indonesia (Persero),Realisasi Layanan Verifikasi dokumen di FSS LKE,(Realisasi waktu penyelesaian / target waktu penyelesaian) x 100% Ketepatan dan kecepatan waktu dalam verifikasi dokumen,Day,Negatif,30,3,1.29
105902.0,Officer II Layanan Eksternal 2,PT Pelabuhan Indonesia (Persero),Performansi Individu,Jumlah hari kerja × 8 (jam) × 60 (menit) / Total Aksi (Jumlah Submit / Reject),Number (#),Negatif,30,30,26.0
105902.0,Officer II Layanan Eksternal 2,PT Pelabuhan Indonesia (Persero),Performansi Individu,Jumlah hari kerja × 8 (jam) × 60 (menit) / Total Aksi (Jumlah Submit / Reject),Number (#),Negatif,30,30,26.0
105902.0,Officer II Layanan Eksternal 2,PT Pelabuhan Indonesia (Persero),Implementasi Pengembangan Sistem FSS,% Progres Program Implementasi Pengembangan Finance Shared Service Realisasi atas : 1. Pengembangan dan Peningkatan Sistem Pendukung Layanan Keuangan (50%) 2. Pengembangan Datamart dan Dashboard Finance Shared Services (50%),%,Positif,10,73.72,74.0
105902.0,Officer II Layanan Eksternal 2,PT Pelabuhan Indonesia (Persero),Implementasi Pengembangan Sistem FSS,% Progres Program Implementasi Pengembangan Finance Shared Service Realisasi atas : 1. Pengembangan dan Peningkatan Sistem Pendukung Layanan Keuangan (50%) 2. Pengembangan Datamart dan Dashboard Finance Shared Services (50%),%,Positif,10,73.72,74.0
112086.0,Junior Officer I Layanan Eksternal 2,PT Pelabuhan Indonesia (Persero),Implementasi Pengembangan Sistem FSS,% Progres Program Implementasi Pengembangan Finance Shared Service Realisasi atas : 1. Pengembangan dan Peningkatan Sistem Pendukung Layanan Keuangan (50%) 2. Pengembangan Datamart dan Dashboard Finance Shared Services (50%),%,Positif,5,73.72,74.0
112086.0,Junior Officer I Layanan Eksternal 2,PT Pelabuhan Indonesia (Persero),Implementasi Pengembangan Sistem FSS,% Progres Program Implementasi Pengembangan Finance Shared Service Realisasi atas : 1. Pengembangan dan Peningkatan Sistem Pendukung Layanan Keuangan (50%) 2. Pengembangan Datamart dan Dashboard Finance Shared Services (50%),%,Positif,5,73.72,74.0
112086.0,Junior Officer I Layanan Eksternal 2,PT Pelabuhan Indonesia (Persero),Realisasi Layanan Verifikasi dokumen di FSS LKE,(Realisasi waktu penyelesaian / target waktu penyelesaian) x 100% Ketepatan dan kecepatan waktu dalam verifikasi dokumen,Day,Negatif,30,3,1.29
112086.0,Junior Officer I Layanan Eksternal 2,PT Pelabuhan Indonesia (Persero),Realisasi Layanan Verifikasi dokumen di FSS LKE,(Realisasi waktu penyelesaian / target waktu penyelesaian) x 100% Ketepatan dan kecepatan waktu dalam verifikasi dokumen,Day,Negatif,30,3,1.29
112086.0,Junior Officer I Layanan Eksternal 2,PT Pelabuhan Indonesia (Persero),Performansi Individu,Jumlah hari kerja × 8 (jam) × 60 (menit) / Total Aksi (Jumlah Submit / Reject),Number (#),Negatif,20,30,13.0
112086.0,Junior Officer I Layanan Eksternal 2,PT Pelabuhan Indonesia (Persero),Performansi Individu,Jumlah hari kerja × 8 (jam) × 60 (menit) / Total Aksi (Jumlah Submit / Reject),Number (#),Negatif,20,30,13.0
112086.0,Junior Officer I Layanan Eksternal 2,PT Pelabuhan Indonesia (Persero),Supporting Project Layanan Eksternal 2,Realisasi jumlah implementasi project,Number (#),Positif,10,1,6.0
112086.0,Junior Officer I Layanan Eksternal 2,PT Pelabuhan Indonesia (Persero),Supporting Project Layanan Eksternal 2,Realisasi jumlah implementasi project,Number (#),Positif,10,1,6.0
112058.0,Junior Officer I Layanan Eksternal 1,PT Pelabuhan Indonesia (Persero),Realisasi Layanan Verifikasi Dokumen di FSS LKE,"(Realisasi waktu penyelesaian/target waktu penyelesaian) x 100%
Ketepatan dan kecepatan waktu dalam verifikasi dokumen",Day,Negatif,35,3,1.61
112058.0,Junior Officer I Layanan Eksternal 1,PT Pelabuhan Indonesia (Persero),Realisasi Layanan Verifikasi Dokumen di FSS LKE,"(Realisasi waktu penyelesaian/target waktu penyelesaian) x 100%
Ketepatan dan kecepatan waktu dalam verifikasi dokumen",Day,Negatif,35,3,1.61
112058.0,Junior Officer I Layanan Eksternal 1,PT Pelabuhan Indonesia (Persero),Performansi individu,jumlah hari kerja x 8 (jam) x 60 (menit) / total aksi (jumlah submit/reject),Number (#),Negatif,40,28,19.0
112058.0,Junior Officer I Layanan Eksternal 1,PT Pelabuhan Indonesia (Persero),Performansi individu,jumlah hari kerja x 8 (jam) x 60 (menit) / total aksi (jumlah submit/reject),Number (#),Negatif,40,28,19.0
112109.0,Officer II Layanan Eksternal 1,PT Pelabuhan Indonesia (Persero),SLA Verifikasi pembayaran eksternal 1,"(Realisasi waktu penyelesaian/target waktu penyelesaian) x 100%
Ketepatan dan kecepatan waktu dalam verifikasi dokumen",Day,Negatif,35,3,1.61
112109.0,Officer II Layanan Eksternal 1,PT Pelabuhan Indonesia (Persero),SLA Verifikasi pembayaran eksternal 1,"(Realisasi waktu penyelesaian/target waktu penyelesaian) x 100%
Ketepatan dan kecepatan waktu dalam verifikasi dokumen",Day,Negatif,35,3,1.61
112109.0,Officer II Layanan Eksternal 1,PT Pelabuhan Indonesia (Persero),Performansi individu,jumlah hari kerja x 8 (jam) x 60 (menit) / total aksi (jumlah submit/reject),Number (#),Negatif,40,28,26.0
112109.0,Officer II Layanan Eksternal 1,PT Pelabuhan Indonesia (Persero),Performansi individu,jumlah hari kerja x 8 (jam) x 60 (menit) / total aksi (jumlah submit/reject),Number (#),Negatif,40,28,26.0
110309.0,Manager Layanan Internal 1,PT Pelabuhan Indonesia (Persero),EBITDA,"Operating Income + Depreciation Expenses + Amortization Expenses + Gain (Loss) on Forex + Income from Associated Entities and Joint Venture

",Currency,Positif,5,7.545,8.203
110309.0,Manager Layanan Internal 1,PT Pelabuhan Indonesia (Persero),EBITDA,"Operating Income + Depreciation Expenses + Amortization Expenses + Gain (Loss) on Forex + Income from Associated Entities and Joint Venture

",Currency,Positif,5,7.545,8.203
110309.0,Manager Layanan Internal 1,PT Pelabuhan Indonesia (Persero),BOPO,"(Beban Operasi / Pendapatan Operasi pada level induk perusahaan (Kantor pusat + Regional))

",%,Negatif,5,92.39,91.8
110309.0,Manager Layanan Internal 1,PT Pelabuhan Indonesia (Persero),BOPO,"(Beban Operasi / Pendapatan Operasi pada level induk perusahaan (Kantor pusat + Regional))

",%,Negatif,5,92.39,91.8
